-3.705:15.7416001410276,-0.375:15.9013953790226,-4.455:15.870663974768,-6.3:15.03595690337,-4.825:13.8731530302235,0.91:15.479402443247,-3.565:14.6937325074332,-5.275:15.4463385629087,-2.115:16.2182543758569,-0.235:16.6388032923044,-3.94:15.5411196507845,-3.095:16.6290701784556,-4.65:16.5283846760656,0.355:15.544741072144,1.045:16.1920651863806,1.575:16.3249617151159,-1.24:15.9079351268479,-4.525:16.4273970853571,-4.75:13.8837134801897,-7.76:14.55927195982,-3.93:15.3315067752651,-1.94:14.4258933865463,-0.86:17.2939411355538,-4.875:16.2846361641886,-9.725:13.4350055824328,1.895:16.8672456257683,-3.545:14.838058329849,-4.26:15.178023586752,-12.01:13.6132251872949,-3.09:15.0642590259196,-0.205:16.7338870260319,-5.845:15.8483745223288,-6.725:13.0134305623075,-4.835:14.7332201164579,-1.17:15.688247193361,-5.045:15.464894923665,-4.945:14.5870481935174,-11.95:12.1160018157807,-7.84:15.6257607814788,-3.405:14.760453075702,-9.485:13.4420896812958,-3.605:14.8273050484571,-1.635:16.7923129735007,-0.3:16.6811270602439,-1.28:15.5226157589499,-4.46:15.7428841067957,-11.915:14.0871492857853,-1.98:15.0761268235578,-6.4:14.9899966644426,-5.745:15.4074649115291,-10.725:14.0609165775208,-3.23:14.5590899440865,-3.825:13.7486135664655,-1.405:15.4010056489828,-3.835:14.6317386184964,-1.085:16.6864548361838,5.205:16.2672362434434,-3.51:16.2385313375317,-2.955:15.3324158239985,-3.015:16.3803166941302,-9.955:15.9612961566409,1.795:16.1515626179017,1.42:15.7798479080123,-1.61:16.6717695521501,1.84:16.7138984082111,-6.825:13.2500707545281,2.99:15.6476803392707,-4.825:16.3653406625099,-1.925:16.8484235167567,-7.135:16.7310123722386,-3.56:14.6596862176515,-8.56:14.5088386854359,-2.48:15.4499061485823,-5.945:14.41637870618,-5.385:14.6043409642476,-2.04:14.6880359476684,-4.905:15.8049351469723,-2.42:14.8712339770444,-4.09:15.0901259106742,-9.385:13.3770989007333,-4.905:15.7021009740735,-4.13:15.6250791997993,-9.515:16.5969809001517,2.03:15.725746405179,1.35:15.1386095794825,-2.025:15.831120459399,-2.365:15.2689808107811,-6.995:12.910653546587,3.48:16.1074392750679,-4.405:15.0040319581105,-8.785:12.8128363370489,2.175:14.7195235996278,-6.93:14.4811981548489,-9.07:14.0778229851068,-0.41:14.6646479671351,0.155:14.9966988034034,-2.58:15.4710568481924,-6.145:13.3189329527556,-9.81:13.1154069704299,-2.395:15.1868026588878,
-0.51:15.6070464854821,2.805:14.927390093382,-4.025:15.2893549569627,-8.495:15.0019990334622,-3.66:16.1905651538172,-0.005:15.5049983876168,-3.025:15.514650334442,-5.845:13.4257578929459,-1.66:15.0337753076198,-4.155:15.2141702041222,-7.18:14.6552925593452,-4.575:16.3803044843495,-7.46:16.0707311594712,-2.085:15.9432673878349,-1.34:17.0462429878258,-0.905:17.0694456559081,-3.395:15.8590344914184,0.135:16.3675525048799,-7.62:13.8540824308216,-2.505:16.5770918740291,-2.04:15.2623196140036,-1.3:15.7044579658134,-2.53:15.9326425931168,-3.98:15.8347592340395,-6.24:15.0433506905875,-0.295:15.7371526967238,-2.3:15.6563086326247,-5.98:15.1996578908869,-8.745:14.0253333293722,-4.565:14.8244991483692,-2.22:15.1182538674279,-2.84:15.9597744344962,-3.67:13.7441296559659,-4.495:13.9520598837591,-2.195:15.8803959333513,2.76:15.9129632689829,-4.465:14.7725683278163,-9.065:12.5654596016222,-7.45:15.3628610616643,-2.685:15.7878362988726,-9.955:13.6393905655641,-3.935:14.4104397920397,-3.455:16.1486214581926,-0.29:15.611723159216,-4.43:15.1282880723498,-3.73:14.9347614644493,-12.055:14.0713174578644,-4.29:15.1220335934027,-8.005:15.4261134120037,-5.84:15.7506952227513,-10.86:12.5734004946951,-1.1:14.624978632463,-2.41:14.147505080402,-3.175:15.126942024084,-2.055:15.7468084067852,2.42:16.0743149154171,3.275:16.9796753502533,-3.135:15.8577039636891,-0.965:13.9400062768996,0.795:16.8414065623985,-11.5:14.1626268749833,0.305:17.2262002484587,2.62:15.7014521621409,-3.65:16.0989906515906,-2.8:16.3993902325666,-4.225:14.6725722012195,1.59:15.3003888839467,-5.345:15.4985797736438,-4.845:15.0947333530606,-8.715:16.528574499938,-2.89:14.640283467201,-4.81:15.35558204693,-2.145:14.8870405050836,-8.935:14.5238002946887,-1.695:14.3063613473168,-0.785:14.7634269395693,-4.865:14.4905753854014,-0.065:15.3059065396336,-2.995:14.8867382256826,-10.19:13.5064392050607,-8.205:15.5734702298492,-3.195:15.5440334212199,-12.11:15.2875079721974,-1.23:16.6867342520938,1.47:15.5967656903603,-1.71:15.645315592854,-2.49:15.5389800180063,-6.495:13.0839586899378,2.67:15.7111775497574,-1.53:16.7516894670359,-7.67:13.0855301764965,1.27:15.157740596804,-4.31:15.8020220225135,-6.39:15.9150212063949,0.57:15.398542138787,-0.025:14.9396912618702,2.725:16.0511487127869,-8.3:13.3341666406266,-11.485:12.8089724412226,-1.785:13.250236790337,-0.51:15.6070464854821,2.805:14.927390093382,-4.025:15.2893549569627,-8.495:15.0019990334622,-3.66:16.1905651538172,-0.005:15.5049983876168,-3.025:15.514650334442,-5.845:13.4257578929459,-1.66:15.0337753076198,-4.155:15.2141702041222,-7.18:14.6552925593452,-4.575:16.3803044843495,-7.46:16.0707311594712,-2.085:15.9432673878349,-1.34:17.0462429878258,-0.905:17.0694456559081,-3.395:15.8590344914184,0.135:16.3675525048799,-7.62:13.8540824308216,-2.505:16.5770918740291,-2.04:15.2623196140036,-1.3:15.7044579658134,-2.53:15.9326425931168,-3.98:15.8347592340395,-6.24:15.0433506905875,-0.295:15.7371526967238,-2.3:15.6563086326247,-5.98:15.1996578908869,-8.745:14.0253333293722,-4.565:14.8244991483692,-2.22:15.1182538674279,-2.84:15.9597744344962,-3.67:13.7441296559659,-4.495:13.9520598837591,-2.195:15.8803959333513,2.76:15.9129632689829,-4.465:14.7725683278163,-9.065:12.5654596016222,-7.45:15.3628610616643,-2.685:15.7878362988726,-9.955:13.6393905655641,-3.935:14.4104397920397,-3.455:16.1486214581926,-0.29:15.611723159216,-4.43:15.1282880723498,-3.73:14.9347614644493,-12.055:14.0713174578644,-4.29:15.1220335934027,-8.005:15.4261134120037,-5.84:15.7506952227513,-10.86:12.5734004946951,-1.1:14.624978632463,-2.41:14.147505080402,-3.175:15.126942024084,-2.055:15.7468084067852,2.42:16.0743149154171,3.275:16.9796753502533,-3.135:15.8577039636891,-0.965:13.9400062768996,0.795:16.8414065623985,-11.5:14.1626268749833,0.305:17.2262002484587,2.62:15.7014521621409,-3.65:16.0989906515906,-2.8:16.3993902325666,-4.225:14.6725722012195,1.59:15.3003888839467,-5.345:15.4985797736438,-4.845:15.0947333530606,-8.715:16.528574499938,-2.89:14.640283467201,-4.81:15.35558204693,-2.145:14.8870405050836,-8.935:14.5238002946887,-1.695:14.3063613473168,-0.785:14.7634269395693,-4.865:14.4905753854014,-0.065:15.3059065396336,-2.995:14.8867382256826,-10.19:13.5064392050607,-8.205:15.5734702298492,-3.195:15.5440334212199,-12.11:15.2875079721974,-1.23:16.6867342520938,1.47:15.5967656903603,-1.71:15.645315592854,-2.49:15.5389800180063,-6.495:13.0839586899378,2.67:15.7111775497574,-1.53:16.7516894670359,-7.67:13.0855301764965,1.27:15.157740596804,-4.31:15.8020220225135,-6.39:15.9150212063949,0.57:15.398542138787,-0.025:14.9396912618702,2.725:16.0511487127869,-8.3:13.3341666406266,-11.485:12.8089724412226,-1.785:13.250236790337,
-0.965:15.5940301077047,1.305:15.3587751790304,-4.705:14.2090807232558,-7.71:14.6477267860921,-5.95:15.1336545487202,1.535:16.0501954816756,0.315:15.6059531910101,-0.805:17.2845877879688,-1.92:15.108725955553,-1.79:15.6533031657858,-8.7:15.0850919785065,-3.09:16.3046588434104,-7.755:15.7481737036394,-0.095:14.9895288451639,-3.38:15.6120338201017,-4.28:16.4365933210018,-4.76:14.4593360843436,1.38:15.8828712769449,-6.775:14.7940655331792,0.655:17.4228578310219,-3.455:16.7507604304999,-0.29:15.5333801859093,-4.285:17.3258123907654,-5.86:15.7553292571117,-9.76:13.3368811946422,-0.82:17.7492985776903,-1.58:15.8639087238927,-8.77:13.8941390521327,-5.125:15.1218178470712,-2.705:15.8952186207048,-4.795:16.4092344428374,-2.075:15.7457732423657,-6.41:13.0966369729026,-4.99:15.3935018757916,1.84:15.2162544668522,0.185:15.5464071412015,-4.905:14.3522115020648,-6.445:13.8461899091411,-5.785:15.9570916836371,-4.555:15.0803506258973,-10.96:13.350220971954,-3.74:14.9412984710165,-0.26:16.7988809151086,-7.66:13.5323464336382,-5.75:15.3244086345934,-4.93:14.624127324391,-13.91:12.4948749493542,-5.115:14.7360705413621,-8.6:15.3961034031342,-5.315:15.7240508457585,-13.37:11.8174912735318,-2.145:14.3263385064014,-4.815:13.4707377303546,-5.195:15.6392766776472,-5.23:13.6160603700189,0.795:16.4052727804203,1.945:16.4289979913566,-3.125:15.8120009802681,-2.215:13.9942407796922,-1.815:17.2644367125024,-11.07:15.7519871762264,-1.61:15.264923845208,0.745:16.5012113191729,-2.68:16.190663976502,-4.29:14.9684969185286,-8.34:14.2082511239068,3.435:15.8216868569695,-2.565:16.4126711719939,-6.29:15.5343458182184,-10.375:14.456637748799,-3.54:13.3228525474089,-4.45:15.3745731648069,-1.54:15.6364446086698,-7.975:14.0564709297889,-3.915:15.0631263355254,-0.39:15.577480540832,-8.26:14.6615960931953,-2.74:15.1110026139896,-3.58:15.3174279825302,-9.37:13.3668657508034,-7.355:13.877642991517,-6.735:15.5095059560258,-7.54:16.0118206335195,0.47:16.1077341671633,0.405:15.8717035947626,-1.91:16.7690757049994,-0.165:15.8429092972219,-2.865:14.7978638661126,3.805:15.4115857393066,1.45:16.6543537851218,-10.9:11.9749739039382,0.925:15.7346552234232,-5.215:14.8774586203424,-8.925:14.7498940674162,-2.15:14.4795545511594,-0.7:15.0850919785065,0.495:17.0815682828012,-8.5:14.036381300036,-9.54:13.5973673922565,-5.79:12.6852631033022,
-1.32:15.5678386425348,0.87:14.2559847081848,-4.215:15.8401002206426,-8.41:13.5133970562549,-6.62:14.6361060395175,-0.275:15.4418060796009,-1.375:15.9679170526403,-2.925:15.8829901152145,-2.3:14.4118007202431,1.29:17.3021935025591,-5.695:14.8344860039032,2.215:15.9786975376593,-6.06:15.4620955888909,-1.51:16.1114834822868,-5.7:14.3059428210796,-2.205:16.4436302257135,-2.305:15.8430418480796,-1.1:16.1910469087085,-4.34:14.6299145588756,-2.295:16.568885750104,-2.17:14.5258769098461,-0.5:15.1003311221973,-4.69:16.6551463518037,-5.73:15.2982711441522,-8.27:13.6768819545977,-0.1:15.9818647222406,-2.28:15.0911099658044,-6.215:14.6259623614995,-5.565:14.926010016076,-3.375:15.0224623480973,0.82:15.5617351217658,-3.185:16.4228735305366,-4.125:13.4792201183896,-1.085:14.8093813172597,-1.355:16.1913240656841,3.335:16.4204986221491,-3.355:14.9127118593501,-3.635:15.3649528147665,-4.12:15.9695209696471,-3.52:14.8808467501013,-10.175:13.5012730881202,-4.365:14.9867199546799,2.56:16.2211713510461,-6.85:15.248196614682,-4.355:15.5070621008623,-3.97:14.9622558459612,-9.33:15.2151602029029,-3.205:16.2312345494728,-9.875:15.2947499162294,-4.15:14.4981895421463,-11.585:12.930304520776,-4.725:14.516865191907,-6.665:13.2699952901273,-2.485:15.9141375826653,-4.905:15.0151914739706,2.41:17.4597222200125,2.41:16.0882534788584,-3.28:14.8479493533619,-0.855:14.773082785932,-1.66:16.9524157570536,-8.78:14.2183543351543,-4.315:15.1751696860365,-3.44:14.7745186046788,-2.155:16.5272797217207,0.895:16.4247975634405,-6.81:14.5417983757168,4.055:15.0463276250386,-2.185:16.7544255347654,-5.715:16.419006516839,-8.71:14.3204713609574,-1.66:15.3845506921717,-2.74:15.293868052262,1.87:15.4163257619966,-10.02:13.3876659653578,-2.03:14.8925854034818,-0.465:15.3064945366338,-7.505:14.3391064923865,-0.745:15.0625354771366,-1.78:14.7258819769819,-7.085:14.4210878577173,-11.23:12.0709196004281,-8.075:14.935841958189,-9.075:16.4984658377681,1.91:15.7515681758992,0.875:15.3342549541867,0.005:16.7390255092702,-0.055:15.3932444598272,-5.765:14.0708839452253,1.335:14.7011147536505,-0.695:16.5632718688066,-11.41:12.3434962632149,1.495:15.38148156063,-3.04:15.0219306349084,-7.265:15.9158655121234,-1.295:14.6992508312499,-2.13:14.7649280391067,-0.825:15.9960737370143,-7.455:14.0188435685687,-9.22:12.6428477804647,-2.9:14.6635602770951,
-5.33:14.545140081828,2.87:14.7561207639406,-7.385:14.48885002338,-6.035:15.1859729684996,-9.355:13.41935076671,-0.21:14.9858566655363,-2.005:16.2239013495522,-3.38:15.682652836813,-1.63:14.8782761098186,0.64:15.2148085758579,-10.835:13.877599756442,0.21:16.9651377831128,-3.63:14.6980644984297,-3.805:15.9924036654907,-4.965:14.5369795693603,-1.475:16.2477498442092,-2.235:15.0359494213036,-1.8:14.7945936071255,-5.6:14.4640934731493,2.29:17.3287593323931,-1.5:15.3775810841627,1.97:14.3773815418525,-3.145:16.2875404834493,-4.13:15.6020223048168,-10.31:12.6654609075233,0.235:16.5190730672154,-3.19:14.43412276517,-6.955:14.3841223228948,-5.325:14.5577943040833,-2.9:16.4219365484099,-0.74:14.9630344516077,-1.7:15.7518252910575,-3.67:14.3889228227828,-1.32:13.7119509917444,-2.745:15.313065499762,3:15.0522423578681,-4.67:14.7746776614585,-7.72:14.07627791712,5.1:15.2111800988615,-2.34:14.7534538329166,-11.96:12.4783171942374,-6.37:13.8842752781699,1.74:16.1954438037369,-7.54:15.6236487415712,-6.035:15.4413009490781,-5.83:14.7976721142212,-10.935:14.7088672235492,-1.665:15.5451849458281,-9.705:15.6970689939237,-4.47:14.6088705928966,-11.985:12.573972124989,-5.55:15.0767204656716,-2.725:13.5815821979621,-2.62:15.9911100302637,-3.885:14.9138115517127,3.15:16.1557265389087,0.79:16.7013741949577,-1.975:15.4736671477708,0.08:13.3219217832864,-0.305:17.1904617448165,-11.245:14.7090099938779,-2.075:14.4737477869417,-4.025:15.9763692683914,-1.765:16.5716557712258,1.585:16.0060230850765,-8.2:14.1021274990691,2.775:15.2837945223037,-3.595:15.9185732714964,-3.15:17.2504347771295,-7.475:14.904676279611,-0.12:14.8167337831251,-5.955:14.9078159030758,-2.18:16.1989999691339,-8.03:13.2950780366269,-2.22:14.1570335875847,-1.48:13.7836714992777,-9.325:12.1445203692859,1.725:16.1616637448005,-4.415:15.3095648207256,-8.78:13.9384934623509,-9.775:13.9353641861273,-9.665:13.6404829459957,-7.145:16.1546889477947,2.04:16.5051022414283,4:15.5090296279297,1.37:17.0338809435783,-1.37:15.6707721571083,-4.52:15.0658421603308,3.005:16.4099047833922,3.415:15.8364382043438,-11.36:13.0847392025978,-0.025:16.4226786791924,-4.95:15.9165794063926,-6.865:16.1819892164097,-4.235:14.4024225392814,0.9:14.4253249530123,0.675:15.9021814541276,-9.31:14.0029961079763,-6.2:12.9197523196074,-5.81:13.1100686497058,
-6.76:14.7248904919527,1.9:14.3760217028217,-6.595:15.4742035336233,-5.505:15.5855694474087,-9.335:13.664288309312,-0.37:15.3539278362248,-1.47:16.3725104977826,-3.255:15.7378516640614,-1.95:15.7393614864136,1.17:15.6732606690503,-7.75:14.8871588961763,1.07:17.0594577873976,-4.045:15.2817857268056,-4.64:15.1274716988663,-6.28:14.6660015000681,-1.995:16.5968362949087,-1.33:15.303303564917,-0.275:16.5595704956379,-8.5:14.1516783456945,-1.985:16.6893611321704,-1.23:16.161593362042,1.605:14.9415184971274,-6.18:16.0061738088776,-2.995:15.6481620326478,-11.165:11.8371354220521,1.975:16.6088643500993,-1.07:13.5611614546837,-6.965:15.1404681235423,-7.09:15.2889469879387,-1.91:14.5788168244203,-0.87:15.9731994290436,-0.57:15.4069821834128,-5.66:14.5407840228785,-1.955:15.5936838174948,-1.605:16.5598603556914,2.13:15.4755646100554,-4.87:15.5631969723447,-8.44:12.505454809802,2.265:14.9490727137171,-1.35:14.9458188133003,-9.665:13.1617922411805,-5.025:15.1566610768995,0.635:16.1870866742598,-5.27:15.705639114662,-6.37:13.9220364889624,-4.08:14.4994344717303,-10.36:13.7036637436855,-1.885:15.7490245729696,-8.91:15.0645909337094,-3.48:15.036276134735,-9.915:13.9759713437027,-6.975:14.0774420616815,-2.04:14.260378676599,-1.915:14.2733238945944,-1.855:14.6688095972373,1.02:15.7527648366882,4.755:15.766260653687,-3.56:15.559768635812,-0.235:14.031741695171,-2.04:16.5047993020212,-14.05:11.260439600655,-3.56:14.64945050164,-2.25:16.9350966929628,-4.43:15.7453199395884,-2.28:15.94965830355,-5.74:14.6342885033745,4.17:15.5942649714567,-6.26:15.3092259765149,-2.55:16.0320772203729,-5.33:14.9208277250292,-0.84:15.5423421658385,-7.645:14.0719215105827,-1.78:15.6735956308691,-7.76:12.8149287941838,-4.085:14.9391356845033,0.305:16.0776856232481,-9.625:14.0497108511172,0.005:16.8859401574209,-1.035:15.4985087992361,-8.16:15.9098837205053,-8.575:13.2632716552139,-5.79:14.3685733460215,-6.605:16.3501980110334,-0.82:15.4342994658002,1.38:16.4306299331462,-0.455:17.3990797170425,-2.63:15.0224199115855,-2.885:15.3167155421781,5.065:14.6690413797221,3.85:16.9404102665786,-11.425:13.7140211097985,1.02:16.1170592851177,-7.375:14.5480024401978,-4.69:16.214619946209,-3.545:14.4422288792278,-1.37:15.570263324684,0.94:15.671196508244,-8.895:14.5111672514653,-7.4:13.9667462209349,-3.46:13.9988713830794,
-7.58:14.5452260209321,3.415:14.2039703956323,-4.795:14.6997610524797,-6.07:15.5825254692556,-10.2:13.6253440323538,1.085:14.2044984071948,-2.165:16.1780028124611,-4.975:16.3274117667192,-2.23:16.1801452403864,-2.545:15.160408140944,-9.335:14.620286419903,0.175:16.0637596782322,-6.315:16.2814549411286,-6.105:15.8642357206391,-5.165:14.722016675714,1.35:15.3576528154533,-3.425:15.1602894101663,-0.08:15.8645390730396,-7.525:15.1980056257392,-0.255:16.8223058764249,-3.08:14.6367209442552,-1.795:14.481470056593,-6.22:16.8914653005593,-5.2:14.891608375189,-11.29:14.0390847280013,1.18:16.4556251780356,-2.025:13.9801421666591,-4.19:16.1001211175569,-4.605:15.6565952556742,1.335:16.1441250924291,-1.615:14.8130609598422,-1.9:15.925137362045,-3.925:14.0274507662654,-5.26:13.4507397566082,2.02:15.8965279227887,3.265:15.3946346172944,-4.395:14.4872003851676,-8.49:13.1141107208991,4.435:15.7046418297267,-2.525:14.820910059777,-10.905:14.3166328094283,-5.94:15.1028606561803,-1.88:16.4625514425924,-6.725:14.9160777351152,-4.585:15.9230265653236,-4.045:15.4467787904145,-6.58:14.9299564634328,-5.23:15.0341976839471,-9.555:16.1454939534224,-4.51:16.1567292482111,-9.46:14.4816573637136,-8.175:14.1199991147309,-2.02:13.8913498264208,-0.05:15.8709640538941,-2.285:15.1582906358204,2.21:16.8581108075609,4.365:14.900395128989,-1.07:15.4662568192824,0.455:14.2593118697923,-5.46:15.6370841271639,-12.3:12.8292634239071,-3.485:13.4807186381142,-4.475:15.2012951750829,-5.44:16.3293110693624,-2.37:15.6883109352154,-8.01:14.3899235578234,4.27:15.4876434618053,-4.385:17.0436725795821,-3.475:15.8293832792058,-6.545:15.5266858988002,-0.345:15.5124458097361,-4.41:14.1443239499101,-1.985:17.1890888356539,-8.105:13.5400877028179,-8.28:14.7746945822917,-0.675:16.2308155987307,-9.09:14.736753373793,-0.99:16.6033099109786,-3.115:14.2710117020483,-7.495:14.3547892704839,-9.145:13.4931084261559,-5.455:14.7853973568518,-2.53:15.1891112314052,-3.565:15.7205526302354,3.54:16.0448870360623,8.76:14.2289282800919,-1.2:15.1334067545943,-0.955:15.9597297909457,2.525:15.6105533213913,6.58:16.7756847848307,-12.235:12.6869923543762,-4.39:16.6110776291004,-9.46:14.4110513148764,-7.055:15.4237471128128,-4.13:13.7562022375363,-1.135:14.9401062579889,-0.93:15.5330325435827,-10.335:13.3788181466077,-10.28:14.3551941818981,-4.165:13.9562808441218,
-5.95:15.2380280876497,1.6:14.5554113648498,-8.85:14.5759219262454,-5.015:14.2616540064608,-10.945:14.0207694154066,0.765:15.2676054114586,-1.14:16.4903123075338,-5.84:15.5564906068175,-3.595:15.5258164036549,-2.54:15.4446884073457,-6.73:14.8968822241434,1.455:17.110756120055,-4.79:15.99393322482,-2.875:16.3143916527709,-5.6:14.2204078703812,1.35:15.8078303381584,-0.455:15.716487362003,0.9:15.556670594957,-7.575:15.0301156016845,1.43:16.6767832629677,-1.815:16.1777864678701,5.655:14.6446568754614,-5.64:15.3101404304467,-4.555:15.4918357530668,-9.55:14.07932881923,-0.86:16.2413176805332,-0.375:14.9453797208368,-4.915:14.7155623405971,-7.875:14.8626839769942,2.095:15.1992096834013,-0.82:15.530215710028,-0.875:16.2686623605016,-7.545:13.5844755143509,-2.335:13.8630002164034,0.28:14.9636760189467,2.59:15.832305580679,-4.895:15.1754398618294,-6.505:13.848825762497,4.955:15.1747479385985,-0.98:16.0651672882669,-11.245:12.3937474155318,-7.325:15.2436667176897,-5.28:16.0739416447864,-4.08:15.5168811299178,-4.4:15.483862567202,0.22:16.3175243220288,-4.34:15.1942225862332,-4.76:14.8102126925983,-10.36:14.7465385769,-3.425:16.1063457990942,-6.6:14.1559174905762,-9.075:13.8235080569297,-2.915:13.7403702642978,1.32:14.0960136208788,1.03:15.0332664447884,1.765:16.3893189303278,3.71:16.8236708241691,-3.79:14.7836362238794,1.81:13.9826285082598,-7.645:14.6382709019884,-11.66:11.7997627094785,-7.19:13.4131987236453,-4.365:16.1130932784491,-7.29:14.6053380652418,-2.24:15.763641711229,-8.955:15.2017424988059,3.165:16.0330213933619,-2.36:16.5541656388958,-7.065:15.0419671253463,-5.985:15.6555030260928,-0.34:15.6036662358562,-6.93:15.3878231078993,-4.53:16.1136308757524,-5.86:14.3892459844149,-9.48:14.0174748082527,0.8:16.1598267317444,-8.76:13.9036829653153,-2.48:16.3554150054347,-2.39:14.036662708778,-6.715:15.3734763472677,-7.93:13.8475665732287,-3.44:14.990877225833,-0.93:15.1728408678138,-6.685:14.7341703193631,0.755:15.5314189628636,7.215:15.3596476196559,-2.425:15.0447457605637,-1.92:15.5287990520838,3.5:14.9495819339539,5.225:17.8626530784204,-13.04:11.7664098177821,-0.38:16.7142334553518,-6.675:13.4216010594862,-5.64:15.639386177213,-5.33:13.2556063610836,-3.185:14.8650857717001,-4.335:14.3851581499822,-10.08:13.0116716835309,-7.86:14.9516019208645,-3.765:13.2404597729837,
-7.42:14.6292036693731,2.32:14.537799008103,-9.085:14.4481062772946,-3.165:16.0784879575164,-8.91:15.0267062259166,2.51:14.7560123339607,-1.625:15.6746411442176,-4.21:16.8705631204178,-4.04:13.8938259669538,-4.54:13.700306565913,-7.51:14.6236076260272,3.05:16.704116259174,-3.185:16.2822226676827,-3.905:15.3191375409975,-4.115:14.9713651682136,-0.575:15.7858916441232,-2.65:15.259013729596,2.34:16.0780720237223,-6.235:15.0509061189019,-3.035:16.6956214319803,1.34:15.2011315368298,6.365:15.2450573957595,-7.61:14.8103983741154,-2.405:15.2908788171249,-8.02:15.1403302473889,0.095:16.3794375666566,-1.66:13.5397341185121,-3.58:14.8793010588535,-10.155:13.2136662210001,1.395:15.9661822299509,-3.035:16.2075221733614,1.51:16.1214112285494,-1.81:14.8934180093087,-1.555:14.2452439431552,1.975:16.2457494440854,0.67:16.7806763868445,-1.17:15.6965314639891,-6.3:13.2834483474736,2.395:15.865023636919,-2.89:14.6781436155939,-11.115:12.9773562407757,-5.64:16.476965740087,-6.075:16.0695169498028,-6.765:15.5768987606648,-4.325:15.5148114716228,-3.725:16.4866423203756,-6.72:14.7204483627368,-3.165:14.8019517294173,-6.8:16.7535070955308,-5.92:13.888614041725,-5.435:15.0514376389766,-8.03:14.4623338365563,-1.83:14.4471831164418,-0.56:15.7415501142676,-2.25:15.7641206541944,-0.35:16.489617945847,6.13:15.1892429041082,-4.035:16.5415771618066,0.69:15.4328837227525,-6.445:15.2802805929734,-7.875:13.0360797404741,-2.555:14.7599788278981,0.415:16.7162428493965,-10.965:14.139086780977,-1.545:15.1019195799739,-7.07:14.9457385230707,2.405:16.4818377312726,-3.175:16.5425020779808,-5.755:15.3112695423992,-7.45:14.7332107838041,-1.58:16.1741645842993,-3.805:15.4161271076753,0.555:17.3209980947981,-6.655:14.1034029581516,-7.76:14.1552958287702,-1.46:15.3058289550093,-10.85:14.7019556522253,-7.655:14.8248431694909,-3.225:14.4594043791575,-5.015:14.8574821218132,-8.455:13.1642688744951,-5.24:13.5978821880468,-4.245:14.155386783836,-2.695:16.1580312847822,2.235:15.6713041895051,6.355:14.8784735440165,-1.775:16.0951661998253,-4.02:15.2898528442886,4.145:15.5805640141813,6.22:16.388154258488,-8.215:13.8830391125286,-1.605:17.2991033004604,-5.61:13.6747175473572,-9.33:14.1439421661714,-5.79:12.8232562167337,-3.42:15.3053454714358,-4.645:14.684310504753,-7.805:14.8238650493048,-11.515:13.1060968636738,-4.105:13.4344324405611,
-5.395:14.9609149118628,1.375:15.0779433279211,-11.64:13.8838179187139,-6:14.068048905232,-12.865:12.7838482077972,2.785:16.4066686137071,-4.26:15.4997548367708,-5.88:16.2949562748723,-1.975:15.3047174100014,-5.75:14.2333235753284,-7.32:15.4918559249691,2.31:16.5421854662557,-6.565:15.3936927018828,-3.62:15.4924368644833,-4.265:15.0387757147981,1.095:16.9382990586422,1.01:15.6901210957723,0.285:15.0633254960517,-0.185:15.610277864279,0.75:16.0451706129913,0.065:15.9947108445261,5.545:14.3874241961513,-8.47:15.0056356079974,-5.01:15.6674790569511,-8.88:15.4316428159804,0.89:16.325375952792,-0.475:14.1661347939373,-1.93:15.7087587033476,-10.765:13.1871063922303,2.02:15.5057924660431,-0.99:15.2446679202927,-0.645:17.1034784473802,-5.295:14.0811212266637,-3.27:13.8292118358206,0.38:15.7332641241416,-0.405:16.4201393112239,-2.79:16.1813441963268,-4.5:13.9222842953303,3.77:15.4802164067561,-5.51:14.6485460029315,-10.945:13.360837361483,-4.755:15.1236561386458,-7.48:15.7181296597273,-3.57:15.0623736509224,-5.34:15.762119146866,-0.99:15.445708141746,-6.67:15.4019836384798,-5.915:14.9789110084812,-8.475:14.3233855983842,-9.18:14.465047528439,-5.63:14.2798144245645,-8.605:14.6635253264691,-2.705:14.7759255209276,1.14:15.2332005829373,-6.15:15.5524113885918,0.075:15.5797745490748,4.825:15.4859412048477,-4.245:14.4102385476438,0.66:14.8477068936587,-4.825:15.7405328689978,-12.165:12.4694737258635,-5.845:13.4852131981664,1.275:17.0792088517004,-7.755:14.5754922729903,0.385:14.8871345463121,-7.195:14.3630419828113,3.29:15.9757910602261,-5.78:16.2536642022653,-4.48:14.8431667780161,-4.805:15.9328897253449,-1.59:16.7353488162034,-4.475:15.0741293280906,0.315:15.6072347006124,-4.775:13.6935888283532,-6.64:15.9471125913126,-4.33:16.0789023257186,-8.4:14.289506639489,-8.035:14.1631131817832,-2.505:14.2860062648733,-2.795:16.1174742127915,-5.01:14.9656239428899,-4.2:14.3725432683294,-1.995:15.1266313169853,-2.93:15.5095164334675,3.275:15.155836334561,8.235:15.341113877421,-1.745:14.1056717316121,-4.95:15.5244162531156,4.24:15.5200644328559,5.07:16.6109933477803,-9.49:13.4175221259367,-0.455:15.7018462290267,-9.04:12.2019834453256,-7.65:15.1045522939278,-5.48:13.9728164662676,-1.425:14.4358711202338,-0.24:14.4579528288067,-6.53:15.1409742090792,-7.185:15.3339745336948,-4.39:13.7032076536846,
